sentence,audio_kz_wav
Биыл 75 жасқа толып жатырмын.,nan
Сондықтан тәуба.,nan
"Жақсылықтың ерте, кеші жоқ дейді ғой.",nan
Жақсылық бүгін мені тауып алды.,nan
"Барлық халқыма, еліме, жұртыма мың да бір алғыс.",nan
"Риат Шони, тілші: - Мәдениет пен өнер - ел идеологиясы мен жаңғыруында алар орны айрықша сала.",nan
"Актер,  күміс көмей әншілер, мың бұралған бишілер мен қылқалам шеберлері - суретшілер.",nan
Осы жандардың барлығының да ел дамуына қосар үлесі орасан зор.,nan
Оған ешбір дау жоқ.,nan
Ал ел үшін еңбек еткен елеусіз қалмайды.,nan
Оған бүгін Президент қолынан мемлекеттік награда алған 20 отандасымыз дәлел.,nan
Өйткені өнерлі адам өрге жүзеді.,nan
"Риат Шони, Ерлан Наурызбаев, Алмас Омарғалиев",nan
Мемлекет басшысына су тасқыны салдарын жою және қалпына келтіру жұмыстары жөнінде есеп берілді.,nan
Бұл туралы Ақорданың баспасөз қызметі хабарлады.,nan
Президент Қасым-Жомарт Тоқаев ШЫҰ-ға мүше мемлекеттердің Сыртқы істер министрлерімен кездесу өткізді.,nan
Бұл туралы Ақорданың баспасөз қызметі хабарлады.,nan
"Жиынды ашқан Мемлекет басшысы Қасым-Жомарт Тоқаев Шанхай ынтымақтастық ұйымының қазіргі төрағасы Қазақстанның, сондай-ақ өз атынан барша Иран халқы мен оның басшылығына осы елдің Президенті мен Сыртқы істер министрінің қайғылы қазаға ұшырауына байланысты көңіл айтты.",nan
Қасым-Жомарт Тоқаев шет мемлекеттердің Сыртқы істер министрлері кеңесінің отырысы күн тәртібіндегі өзекті мәселелерді шешу жөніндегі ШЫҰ-ның маңызды форматтарының бірі екеніне тоқталды.,nan
Қасым-Жомарт Тоқаев Қазақстанның бастамаларын қолдағаны және бірлескен табысты жұмысы үшін ұйымға мүше мемлекеттерге алғыс айтты.,nan
"Президенттің айтуынша, ШЫҰ-ның цифрлық, туристік және энергетикалық салалар бойынша ұйымдастырылған форумдарын қоса алғанда,100-ден астам іс-шара өткен.",nan
"Президенттің пікірінше, жаһандық стратегиялық тұрақсыздық жағдайында кешенді тәсілдерді қолданудың, барлық тараптың мүддесін ескерудің және үнемі мәмілеге келу жолдарын іздеудің маңызы артып келеді.",nan
Мемлекет басшысы бүкіл адамзат үшін бейбіт және үйлесімді даму мұраттары мен құндылықтарын ұжым болып ілгерілететін уақыт келді деп санайды.,nan
Мемлекет басшысы ШЫҰ-ның ортақ сын-қатер мен қауіптерді еңсеру ісіндегі әлеуетін арттыру жұмыстары дер кезінде қолға алынып отырғанын атап өтті.,nan
Осы орайда Қасым-Жомарт Тоқаев «үш зұлым күшке» қарсы күрес Ұйым ынтымақтастығының тұрақты назарында болуға тиіс деп санайды.,nan
Президент киберқауіпсіздік мәселелерін көтерді.,nan
"Оның пікірінше, бұл жұмыста киберқауіптерді ерте анықтауға және ШЫҰ елдерінің ақпараттық инфрақұрылымының тұрақты жұмысын қамтамасыз ету тетіктерін әзірлеуге баса мән берілуі керек.",nan
Мемлекет басшысы ШЫҰ-ның алдағы Астана саммиті «Көпжақты диалогты нығайту – орнықты бейбітшілік пен дамуға ұмтылу» деген атаумен өтетінін жеткізді.,nan
Президент ШЫҰ-ның Астана саммиті қарсаңында белсенді жұмыс атқарғаны үшін сыртқы саясат ведомстволарының басшыларына алғыс айтты.,nan
"Кездесуге Ресей Сыртқы істер министрі Сергей Лавров, Қытай Сыртқы істер министрі Ван И, Пәкістан Премьер-министрінің орынбасары – Сыртқы істер министрі Мұхаммед Исхак Дар, Қазақстан Премьер-Министрінің орынбасары – Сыртқы істер министрі Мұрат Нұртілеу, Қырғызстан Сыртқы істер министрі Жээнбек Кулубаев, Тәжікстан Сыртқы істер министрі Сироджиддин Мухриддин, Өзбекстан Сыртқы істер министрі Бахтиёр Саидов, Беларусь Сыртқы істер министрі Сергей Алейник, Үндістанның Сыртқы істер вице-министрі Рави Дамму, Иран Сыртқы істер министрінің орынбасары Мехди Сафари, ШЫҰ Бас хатшысы Чжан Мин, ШЫҰ Өңірлік терроризмге қарсы құрылымы Атқарушы комитетінің директоры Руслан Мирзаев қатысты.",nan
"Мемлекет басшысы Ресейдің Сыртқы істер министрі Сергей Лавровты қабылдады, деп хабарлайды Ақорданың баспасөз қызметі.",nan
Қазақстан Президенті ШЫҰ-ға мүше мемлекеттердің Сыртқы істер министрлері кеңесінің отырысына қатысу үшін Астанаға келген Ресей Федерациясының Сыртқы істер министрі Сергей Лавровты қабылдады.,nan
"Мемлекет басшысы Ресей дипломатына ілтипат білдіре отырып, екі елдің қатынастары стратегиялық серіктестік және одақтастық рухында қарқынды дамып келе жатқанын атап өтті.",nan
Кездесу барысында сауда-экономикалық ынтымақтастықты одан әрі нығайту және инвестициялық-өнеркәсіптік кооперацияны ілгерілету мәселелеріне ерекше назар аударылды.,nan
Қасым-Жомарт Тоқаев бұған дейін жоғары деңгейде қол жеткізілген уағдаластықтарды толыққанды жүзеге асырудың маңызы зор екенін айтты.,nan
"Оның пікірінше, барлық тапсырма стратегиялық сипатқа ие және екі ел арасындағы көпқырлы байланыстарды айтарлықтай нығайтуға бағытталған.",nan
"Сонымен қатар кездесуде өңірлік және халықаралық күн тәртібіндегі өзекті мәселелер, сондай-ақ көпжақты форматтағы және интеграциялық бірлестіктер аясындағы өзара іс-қимылдар талқыланды.",nan
"Президент ҚХР Мемлекеттік кеңесінің мүшесі, Сыртқы істер министрі Ван Иді қабылдады, деп хабарлайды Ақорданың баспасөз қызметі.",nan
Кездесу барысында Қасым-Жомарт Тоқаев Қытай дипломатиясының әлемдік саясатта аса маңызды рөл атқаратынына тоқталды.,nan
"Оның айтуынша, Қытайдың бастамалары жаһандық күн тәртібіне ықпал етеді және халықаралық бейбітшілік пен тұрақтылықты сақтауға елеулі үлес қосады.",nan
"Мемлекет басшысы Қытайды тауар өндіру және экспорттау, технологиялық инновация, экономикалық өсім, халықаралық инвестиция және басқа да көптеген салада мойындалған көшбасшы ел ретінде атап өтті.",nan
"Сонымен қатар Президент БҰҰ, ШЫҰ, АӨСШК сияқты халықаралық ұйымдар аясындағы қазақ-қытай қатынастарына жоғары баға берді.",nan
"Министр Ван И қазақ жерінде құрмет көрсеткені үшін Мемлекет басшысына алғыс айтып, ҚХР Төрағасы Си Цзиньпиннің ізгі тілегін жеткізді.",nan
"Бұдан бөлек, кездесуде сауда-экономикалық, энергетикалық, мәдени-гуманитарлық салалардағы екіжақты ықпалдастықты одан әрі нығайту перспективалары, сондай-ақ үкіметаралық қатынастарды кеңейту мүмкіндіктері талқыланды.",nan
"Кездесу соңында Мемлекет басшысы ҚХР Төрағасы Си Цзиньпинге сәлемін жолдап, оның Астанаға жасайтын алдағы мемлекеттік сапарына үлкен үміт артатынын жеткізді.",nan
Түркия Қазақстанның ең ірі бес сауда серіктесінің бірі.,nan
Сонымен қатар басты 10 инвестордың қатарына кіреді.,nan
Былтыр екі жақты сауда-саттық көлемі 6 миллиард долларға жетті.,nan
Ендігі меже өзара сауда айналымын 10 млрд долларға дейін жеткізу.,nan
Бұл жөнінде бүгін Түркия Ұлттық мәжілісінің төрағасы Нуман Куртулмушты қабылдаған мемлекет басшысы Қасым-Жомарт Тоқаев айтты.,nan
Кездесуде Қазақстан мен Түркияның кеңейтілген стратегиялық серіктестігін одан әрі нығайту мәселелері талқыланды.,nan
"Президент парламенттік дипломатияның әлеуетін жоғары бағалайтынын атап өтіп, Түркия Ұлттық Мәжілісі төрағасының Қазақстанға сапарының мәні зор екеніне назар аударды.",nan
Өз кезегінде Нуман Куртулмуш атажұртта түрік делегациясына көрсетілген сый-құрмет үшін ризашылығын білдірді.,nan
"Тағы Түркия Ұлттық Мәжілісінің төрағасы Түркістан қаласына барып, қасиетті орындарға зиярат ететіндігін де жеткізді.",nan
Әңгімелесу барысында мәртебелі мейман алдағы уақытта Түркия мен Қазақстан арасындағы ынтымақтастық одан әрі нығая түсетініне сенім білдірді.,nan
Қасым-Жомарт Тоқаев Иран Президенті Ибрахим Раисидің қайтыс болуына байланысты көңіл айту жеделхатын жолдады.,nan
2024 жылғы 20 мамыр Мемлекет басшысы Иран Ислам Республикасының Президенті Ибрахим Раиси мен үкіметтік делегация мүшелерінің Шығыс Әзербайжан провинциясында тікұшақ апаты салдарынан қайтыс болуына байланысты Қазақстан халқының және жеке өзінің атынан осы елдің Жоғары лидері Әли Хаменеи мен Бірінші Вице-Президенті Мохаммад Мохберге және барша Иран халқына көңіл айтты.,nan
– Тікұшақ апаты салдарынан Иран Ислам Республикасының Президенті Ибрахим Раиси мен оның сенімді серіктерінің қайтыс болғаны туралы суыт хабарды терең күйзеліспен қабыл алдым.,nan
"Ибрахим Раиси Иран мемлекеті мен халқының әл-ауқатын арттыруға, мүддесінің мұқалмауына, аймақтағы тұрақтылықты сақтауға өз өмірін риясыз арнаған көрнекті мемлекет қайраткері.",nan
Оның қолға алған бастамалары мен жетістіктері халықаралық қауымдастық тарапынан жоғары бағаланғаны баршаға мәлім.,nan
"Қазақстандықтар Ибрахим Раисиді парасатты басшы, халықаралық деңгейдегі беделді саясаткер, екіжақты ынтымақтастықты нығайтуға зор еңбек сіңірген тұлға ретінде әрдайым есінде сақтайды.",nan
"Марқұмдардың жатқан жері жайлы, топырағы торқа болсын, – деп жазылған жеделхатта.",nan
Қасым-Жомарт Тоқаев Ресей Президенті Владимир Путинмен телефон арқылы сөйлесті.,nan
2024 жылғы 18 мамыр Мемлекеттер басшылары Қазақстан мен Ресей арасындағы стратегиялық серіктестік және одақтастық рухындағы қатынастарды одан әрі нығайтуға ниетті екенін растады.,nan
Сондай-ақ бұған дейін жоғары деңгейде қол жеткізілген уағдаластықтарды екі ел үкіметтерінің сапалы жүзеге асыруы маңызды екені атап өтілді.,nan
Сонымен қатар президенттер өңірлік және халықаралық күн тәртібіндегі өзекті мәселелер жөнінде пікір алмасты.,nan
Әңгімелесу барысында Владимир Путин Қасым-Жомарт Тоқаевты өткен туған күнімен құттықтады.,nan
"Президент Қасым-Жомарт Тоқаевқа Премьер-Министр Олжас Бектенов су тасқыны салдарын жою және табиғат апатынан зардап шеккен, ең алдымен, эвакуациялық пункттердегі азаматтарға көмек көрсету жөніндегі жұмыстар туралы баяндады.",nan
"Мемлекет басшысы бұл бағыттағы шараларды күшейтуге, зардап шеккен тұрғындарды сапалы баспанамен қамтамасыз етуге, қалалар мен елді мекендердегі инфрақұрылымдарды жөндеуге және құрылыс жұмыстарына кірісуге қатысты тапсырма берді.",nan
"Президенттің айтуынша, жергілікті атқарушы органдардың басшылары халықпен етене әрі тиімді жұмыс істеуге міндетті.",nan
Сондай-ақ туындаған мәселелерді шешу және жұртшылықтың орынды талап-тілегін орындау жөніндегі мемлекеттік саясат пен қабылданып жатқан шараларды нақты түсіндіруге тиіс.,nan
"Сонымен қатар Үкімет, әкімдіктер құқық қорғау органдарымен бірлесіп, заңға сәйкес қоғамдық тәртіпті қамтамасыз етуі керек.",nan
Мемлекет басшысының Жарлығымен Нұрдәулет Игілікұлы Қилыбай Маңғыстау облысының әкімі лауазымына тағайындалды.,nan
Бұл туралы Ақорданың баспасөз қызметі хабарлады.,nan
Білімі жоғары.,nan
"""Тасымалдауды ұйымдастыру жөніндегі инженер"", ""Қаржы және қаржы құқығы"" маманы.",nan
2018 жылы АҚШ-тың Бостон қаласында Stafford House халықаралық мектебінде білім алған.,nan
Еңбек жолын 1999 жылы Маңғыстау тасымалдау бөлімшесі станциясының кезекшісі қызметінен бастаған.,nan
"Кейін Астана станциясында кірме жолдары бойынша жүктерді қабылдап-тапсырушы, ""ҚТЖ"" ҰК"" акционерлік қоғамынының бас маманы, бөлім бастығы, магистральды желілер дирекциясы басқарушысының көмекшісі қызметтерінде болды.",nan
"2005-2009 жылдар аралығында Қазақстан Республикасы Көлік және коммуникациялар министрлігі Көлік және қатынас жолдары комитетінің бөлім бастығы, басқарма бастығы, төрағаның орынбасары қызметін атқарған.",nan
"2009-2010 жылдары ""Вокзал-сервис"" АҚ президенті, ""ҚТЖ"" ҰК"" АҚ Жолаушыларды тасымалдау жөніндегі басқарушы директоры болды.",nan
2010-2011 жылдары Қазақстан Республикасы Көлік және коммуникациялар министрлігі Көлік және қатынас жолдары комитетінің төрағасы қызметін атқарды.,nan
"2011-2012 жылдар аралығында ""ҚТЖ"" ҰК"" АҚ президентінің кеңесшісі, кейін осы акционерлік қоғамның Маңғыстау жолдары бөлімшесі филиалының директоры болды.",nan
2012-2013 жылдары Қазақстан Республикасы Көлік және коммуникациялар министрлігі Көлік және қатынас жолдары комитетінің төрағасы қызметінде болды.,nan
"2013-2017 жылдары ""ҚТЖ"" ҰК"" АҚ аппарат басшысы - атқарушы директоры, ""ҚТЖ"" ҰК"" АҚ атқарушы директоры - ""Жолаушылар тасымалдау"" АҚ президенті, ""Теміржолсу"" АҚ Бас директоры - Басқарма төрағасы қызметін атқарды.",nan
2018-2020 жылдары – Маңғыстау облысы әкімінің орынбасары.,nan
2020 жылдың маусым айынан бастап Ақтау қаласының әкімі лауазымында болды.,nan
2022 жылдың қазан айынан бүгінге дейін Маңғыстау облысы әкімінің орынбасары қызметін атқарды.,nan
"2023 жылғы 25 қаңтарда ""Өзенмұнайгаз"" АҚ бас директоры болып тағайындалды.",nan
Малайзияның Премьер-министрінің елге сапары аясында құны 500 млн доллардан асатын маңызды құжаттарға қол қойылады деп күтілуде.,nan
"Мәртебелі мейманды Президент Қасым-Жомарт Тоқаев қабылдап, тараптар келелі келіссөздер жүргізді.",nan
Азияның оңүстік-шығысындағы елмен қай салалардағы әріптестікті арттыруға болады?,nan
"Риат Шони, тілші: - Орнықты дамудың жаңа дәуіріне қадам басар тұста Азия елдері көш бастап тұр.",nan
Оған мына сандар дәлел.,nan
Биыл Азия елдері әлемдік жалпы ішкі өнімнің 60 пайыз өсіміне қол жеткізеді деген болжам бар.,nan
"Демек, сары құрлық мемлекеттері әлемдік экономика өсімінің негізгі қозғаушы күшіне айналуда.",nan
Ал Малайзия экономикасы мықты деген мемлекеттерден құралған Оңтүстік шығыс Азия елдері қауымдастығының мүшесі.,nan
Сондықтан сауда-саттық пен транзиттік әлеуетті арттыруда келелі келіссөздер жүргізу Қазақстан үшін аса маңызды.,nan
Осындай келіссөздер жүргізу үшін бүгін елге ресми сапармен Малайзияның Премьер-министрі Ануар Ибрагим арнайы келді.,nan
Мәртебелі мейманды Мемлекет басшысы Қасым-Жомарт Тоқаев Ақорда резиденциясында қошеметпен қарсы алды.,nan
"Құрмет қарауыл ротасы сап түзеп, екі елдің мемлекеттік әнұрандары шырқалды.",nan
Тараптар екі елдің делегация мүшелерін таныстырғаннан кейін екі жақты келіссөз жүргізді.,nan
Жалпы қазір Қазақстан мен Малайзия арасындағы әріптестік лайықты деңгейде дамып келеді.,nan
Алыс беріс те ширай түсті.,nan
"Былтыр екі ел арасындағы сауда-саттық 246,5 млн долларға жеткен.",nan
Оның 33 млн-нан астамы қазақстандық экспорт.,nan
"Азияның оңтүстік-шығысындағы мемлекет бізден негізінен мұнай, қара металл өнімдері мен трансформаторларды импорттайды.",nan
"Ал Қазақстанға тұрмыстық техника, телефон сынды тауарларды экспорттайды.",nan
Екі ел арасындағы сауда-саттық 2023 ж.,nan
"– $246,5 млн Экспорт – $33,1 млн Импорт – $213,4 млн Экспорттық Өнімдер Мұнай шикізаты Қара металл өнімдері Трансформаторлар Геодезиялық құрылғылар ИМПОРТТЫҚ ӨНІМДЕР Пальма майы Тұрмыстық техника Телефон Маргарин Болат Сүгірбаев, ҚР Малайзиядағы Төтенше және Өкілетті елшісі: - Малайзия елінің статистикасына сай биыл бірінші тоқсан қорытындысы бойынша арадағы сауда-саттық 30 пайызға өскен.",nan
Бұл көрсеткіш әрі қарай да өседі деген сенімдемін.,nan
Оған араға 10 жыл салып жоғары деңгейде жасалған осындай сапар себеп бола алады.,nan
Қазір әлем назары Азия елдеріне ауған.,nan
Бұл жақта да үлкен инвестициялық әлеует бар.,nan
Малайзия - Қазақстанның Оңстүстік-Шығыз Азиядағы маңызды әрі сенімді серіктестерінің бірі.,nan
Сондықтан да арадағы байланыстарды одан әрі дамыту керек.,nan
"Бұған Малайзия Үкімет басшысының жасаған сапары тың серпін береді, деді Президент.",nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Қазақстан мен Малайзияны ұзақ жылғы достық пен өзара ынтымақтастық арқауы байланыстырады.",nan
Бізде бұл бағытта жақсы дәстүр қалыптасқан.,nan
Сондықтан Сіздің сапарыңыз екі ел арасындағы байланыстарды одан әрі дамытуға тың серпін береді деп сенемін.,nan
Біз көптеген маңызды салаларда өзара ықпалдастығымыз бен ынтымақтастығымызды одан әрі нығайту үшін қосымша күш жұмсауға дайынбыз.,nan
Қазіргі геосаяси және экономикалық ахуалға байланысты елдердің қарым-қатынасын одан әрі нығайтудың маңызы арта түсті.,nan
Қазақстан мен Малайзияның сан саладағы әріптестігін дамыта алатын зор әлеуеті бар.,nan
Бүгінде Малайзия Оңтүстік-Шығыс Азияның жаңа IT-хабына айналуды көздейді.,nan
"Тиісті дата-орталықтар құрылып, ірі компаниялар тартылуда.",nan
Осы ретте қазақстандық стартап жобалардың экспортқа шығу мүмкіндігі артып отыр.,nan
"Жаслан Мәдиев, ҚР Цифрлық даму, инновациялар және аэроғарыш өнеркәсібі министрі: - Біздің істеген жұмыстарымызды көрсетуге дайынбыз.",nan
"Біздің IT технологиярды, стартаптарды осы экспортқа шығарып, оларға көмек көрсетуге дайынбыз.",nan
"Малайзияның технологияларын қарап, біздің стартаптармен кездесу өткізіп, көмек көрсететін боламыз.",nan
Араға 10 жыл салып Қазақстанға келген Малайзия Премьер-министрінің бұл сапарында тарихи мән бар.,nan
Себебі бұл екі ел арасындағы ынтымақтастықтың жаңа кезеңіне жол ашады.,nan
Кеңейтілген құрамда өткен келіссөз барысында Қасым-Жомарт Тоқаев Малайзиямен анағұрлым тығыз әрі нәтижелі ықпалдастық жасауға дайын екенімізді жеткізді.,nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Ынтымақтастығымыздың келешегі зор екеніне сенімдімін.",nan
Сіздің бизнес-форумға қатысу ниетіңізді құптаймын.,nan
Іскерлік топтар арасындағы байланыстар – өзара қарым-қатынасты дамытудың маңызды факторы.,nan
Біз малайзиялық компаниялардың қатысы бар жаңа табысты жобалардың жүзеге асырылуын қолдаймыз.,nan
Бұл ретте Қазақстан Үкіметі қажетті көмек көрсетуге дайын.,nan
"Бұдан бөлек, екі елдің азаматтары мен бизнесмендері 30 күндік визасыз режимнің және қолайлы тікелей әуе қатынасының игілігін көріп отыр.",nan
Сонымен қатар 500-ден аса қазақстандық студент Малайзия университеттерінде білім алады.,nan
Олар екі ел арасындағы «алтын көпір» қызметін атқаратыны сөзсіз.,nan
Осы студенттердің барыс-келісі биыл едәуір жеңілдей түсті.,nan
Себебі көктемде Қазақстан мен Малайзия арасын қатынайтын жаңа әуе рейсі ашылады.,nan
Енді Алматыдан Куала-Лумпурға 7-8 сағатта жетуге болады.,nan
"Малайзия, Куала-Лумпур Амир Хайдаров, 24KZ арнасының тілшісі: - Оқуға келетіндер үшін бұл өте ыңғайлы.",nan
Бұрын біз Түркия арқылы немесе Дубай арқылы Малайзияға келетінбіз.,nan
Ал қазір Алматыдан тікелей рейспен келе аламыз.,nan
Дубайға немесе Түркияға 4-5 сағаттай ұшу керек болған.,nan
Содан кейін ары қарай 10 сағаттай Малайзияға.,nan
Ол өте ыңғайсыз және уақытты көп алатын жол болған.,nan
Ал қазір 7 сағатта Алматыдан тікелей Куала-Лумпурға келе аламыз.,nan
Бұл рейстің іске қосылуы елге инвестиция тартуға да оң ықпал ететіні сөзсіз.,nan
Қазір 30-ға жуық бірлескен компания жұмыс істейді.,nan
Малайзия тарапы оның санын арттыруға ниетті.,nan
Қазақ басшысымен кездесу барысында Малайзия премьері Ануар Ибрагим нақты ұсыныстар және елде табысты жүзеге асырылған өзгерістерден үлгі алуға келгендігін айтты.,nan
"Ануар Ибрагим, Малайзия Премьер-министрі: - Біз дамып келе жатқан экономикалық қатынастардан барынша пайда таба аламыз.",nan
Нақты ұсыныстарымыз бар.,nan
Министрлеріңізбен импорт және экспорт мәселелері жөнінде екіжақты кездесу өткізуді жоспарлап отырмыз.,nan
Малайзияның тауарлар нарығы орасан зор.,nan
Қазіргі кезде біздің еліміз компьютер чиптерін өндіретін өңірлік хабқа айналды.,nan
"Оған АҚШ, Еуропа елдері, оның ішінде Германия, сондай-ақ Қытай ауқымды инвестиция құйып отыр.",nan
"Біз өз тәжірибемізбен бөлісіп, Сіздің елде табысты жүзеге асырылған өзгерістерден үлгі алғымыз келеді.",nan
"Әлбетте, халал-индустрия секілді салалар да назардан тыс қалмауы керек.",nan
Сонымен қатар біз ислам-банкингінің перспективасын қарастырамыз.,nan
Малайзия Премьер-министрі Ануар Ибрагим Қазақстанға үлкен делегациямен келді.,nan
Оңтүстік-Шығыс Азия елінің бізбен әріптестік аясын кеңейтуге деген ынтасын осыдан-ақ аңғаруға болады.,nan
Ал ертең екі елдің Үкімет басшыларының қатысуымен үлкен бизнес-форум өтеді.,nan
Шарада құны 500 млн доллардан асатын маңызды құжаттарға қол қойылады деп жоспарланған.,nan
"Риат Шони, Марат Диханбаев",nan
Содан кейін Қасым-Жомарт Тоқаев пен Малайзия Премьер-министрі шағын құрамда кездесті.,nan
"Тараптар саяси, сауда-экономикалық, инвестициялық және гуманитарлық салалардағы ықпалдастықтың жай-жапсарын талқылады.",nan
Президент Малайзия Қазақстанның Оңтүстік-Шығыс Азиядағы маңызды әрі сенімді серіктестесі екенін атады.,nan
Сондай-ақ екі ел байланысының берік негізі қалыптасқанын жеткізді.,nan
"Өз кезегінде Ануар Ибрагим құрмет көрсеткені үшін алғыс айтып, бұл сапарға зор мән беріп отырғанын айтты.",nan
Астанаға үлкен құрамда келген Малайзия делегациясы соның айқын дәлелі болады.,nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Қазақстан мен Малайзияны ұзақ жылғы достық пен өзара ынтымақтастық арқауы байланыстырады.",nan
Бізде бұл бағытта жақсы дәстүр қалыптасқан.,nan
Сондықтан Сіздің сапарыңыз екі ел арасындағы байланыстарды одан әрі дамытуға тың серпін береді деп сенемін.,nan
Біз көптеген маңызды салаларда өзара ықпалдастығымыз бен ынтымақтастығымызды одан әрі нығайту үшін қосымша күш жұмсауға дайынбыз.,nan
Қазақстан мен Қытай арасындағы сауда-саттық былтыр 40 млрд долларға жетті.,nan
Бұл – рекордтық көрсеткіш.,nan
Ендігі меже 100 млрд долларға дейін жеткізу.,nan
Бұл жөнінде бүгін Қазақстанға ресми сапармен келген Қытай Халық Республикасы Мемлекеттік кеңесі Премьерінің орынбасары Лю Гочжунды қабылдған Президент осылай деді.,nan
Әңгімелесу барысында тараптар екі ел арасындағы стратегиялық серіктестіктің қазіргі жай-күйі мен даму перспективаларын талқылады.,nan
"Қасым-Жомарт Тоқаевтың сөзінше, қос мемлекеттің жан-жақты стратегиялық серіктестігі мен мәңгілік достығы ұдайы дамып келеді.",nan
Ал Қазақстан Қытайдың сенімді серіктесі және солай болып қала береді.,nan
Өз кезегінде Лю Гоч-жун арадағы ынтымақтастық қарқынды дамып келе жатқанын атап өтті.,nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Қазақcтан мен Қытайдың жан-жақты стратегиялық серіктестігі мен мәңгілік достығы ұдайы дамып келеді.",nan
Біз болашаққа сеніммен қараймыз.,nan
Мұны ерекше атап өту керек.,nan
Екіжақты сауда-саттықтың көлемі бойынша көш бастап тұрған Қытай – Қазақстанның жетекші сауда-экономикалық серіктесі.,nan
Өткен жылдың қорытындысы бойынша екі ел арасындағы тауар айналымы 40 миллиард долларға жетті.,nan
Бұл – рекордтық көрсеткіш.,nan
Біз мұны 100 миллиард долларға дейін жеткізуді көздеп отырмыз.,nan
Бұл мақсатқа қол жеткізуге болады.,nan
"Лю Гочжун, ҚХР мемлекеттік кеңесі премьерінің орынбасары: - Қытай халқының сыралғы әрі ізгі ниетті досы ретінде Сіз осы жылдар ішінде Қытай мен Қазақстан қатынастарының дамуына сүбелі үлес қостыңыз.",nan
Мұны қытай тарапы жоғары бағалайды.,nan
"Сіздің басшылығыңызбен еліңіз қуатты, гүлденген Жаңа Қазақстанды құру жолында ілгерілей беретініне сенімдімін.",nan
"Қытай мен Қазақстан – тату көршілер, сенімді серіктестер әрі бір-бірін толықтыратын достас елдер.",nan
Жаһан өзгеріс кезеңін бастан өткеріп жатыр.,nan
Қазір қарулы қақтығыс пен эктремизмнен көз ашу мүмкін емес.,nan
Ал Орталық Азия – Шығыс пен Батыс арасын жалғап тұрған алтын көпір.,nan
"Соңғы кездері өңірге қызығушылық жоғары, тиісінше қырын қарайтындар да көбеюі заңдылық.",nan
"Қазақ ""Жауын аяған жаралы"" дейді, демек қауіпсіздік үшін батыл шешім қабылдап, күш біріктіретін кез келді.",nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Заманауи сын-қатерлердің көбі трансшекаралық сипатқа ие.",nan
Сондықтан оларға қарсы тұру үшін күш-жігер біріктіру қажет.,nan
"Бұл жерде, ең әуелі, халықаралық экстремизм мен терроризмге, есірткі тасымалына, қару-жарақ саудасына қарсы күрес туралы сөз болып отыр.",nan
Бауырлас елдер бір-біріне қорған болуы керек.,nan
"Ал бізге қауіп, ең алдымен, экстремистерден төнеді.",nan
Бұған Мәскеуде болған оқиға дәлел.,nan
"Қала ішінде лаң салған террористер тұрғындарды қанға бөктіріп, қырып салды.",nan
Мұндай жағдай біздің аймақта қайталанбауға тиіс.,nan
"Сол үшін ішкі қауіпсіздікпен қоса, шекара сыртында да сауатты саясат жүргізу маңызды.",nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Біздің ойымызша, Ауғанстанды өңірлік байланыстарға белсенді тарту – дәл қазіргі кездегі стратегиялық міндеттердің бірі.",nan
Мұнда көп нәрсе біздің елдеріміздің үйлесімді ұстанымына байланысты.,nan
Қазақстанда Орталық Азия мен Ауғанстан үшін БҰҰ-ның Орнықты даму жөніндегі аймақтық орталығын ашу өзекті мәселе деп санаймыз.,nan
Президент ұсынған бастамаларды бауырлас мемлекеттер қолдап отыр.,nan
"Оларға да қорған керек, олар да қауіпсіздік үшін алаңдайды.",nan
"Виктор Махмудов, Өзбекстан Қауіпсіздік кеңесінің хатшысы: - Сіздің Орталық Азия қауіпсіздігін нығайту туралы бастамаларыңызды толық қолдаймыз.",nan
Астанадағы басқосу тарихи болатынына шүбә келтірмеймін.,nan
Қауіпсіздік саласындағы ынтымақтастықтың іргетасын берік қалайды.,nan
Осы арқылы маңызды мәселелерді жылдам шеше аламыз.,nan
Қазақстандық тараптың ұсынысына келісеміз.,nan
"Қауіпсіздік мәселесін көтерсең, талай мәселе су бетіне қалқып шыға келеді.",nan
"Ашығын айту керек, Орталық Азия бестігін араздастырғысы келетін бөгде күштер де бар.",nan
"Олар жайлы Қасым-Жомарт Тоқаев та айтып, мұндай әрекетпен ашық күресетінін жеткізді.",nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Біз мұндай тәсілдер мен әрекеттерге ашық қарсымыз.",nan
Бұған күмән болмасын.,nan
"Жалпы, біздің елдеріміз арасында өзара оңтайлы шешім таба алмайтын мәселе жоқ және болмауға тиіс.",nan
Тек ортақ іс-қимыл синергиясы мен өзара қолдау бауырлас халықтарымыздың өркендеуіне жол ашатынына сенімдімін.,nan
"Иә, ішкі араздық болмас үшін туындаған мәселені кеңесе, келісе отырып шешу керек.",nan
